,iri,description,synonyms,annotation,label,has_children,is_root
162,http://purl.obolibrary.org/obo/OBI_0100026,"['A material entity that is an individual living system, such as animal, plant, bacteria or virus, that is capable of replicating or reproducing, growth and maintenance in the right environment. An organism may be unicellular or made up, like humans, of many billions of cells divided into specialized tissues and organs.']",[],"{'definition source': ['WEB: http://en.wikipedia.org/wiki/Organism'], 'editor note': [""10/21/09: This is a placeholder term, that should ideally be imported from the NCBI taxonomy, but the high level hierarchy there does not suit our needs (includes plasmids and 'other organisms')"", ""13-02-2009:\nOBI doesn't take position as to  when an organism starts or ends being an organism - e.g. sperm, foetus.\nThis issue is outside the scope of OBI.""], 'editor preferred term': ['organism'], 'example of usage': ['animal', 'fungus', 'plant', 'virus'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000122'], 'term editor': ['GROUP: OBI Biomaterial Branch']}",organism,True,False
163,http://purl.obolibrary.org/obo/OBI_0100051,['A material entity that has the specimen role.'],[],"{'definition source': ['GROUP: OBI Biomaterial Branch'], 'editor note': ['Note: definition is in specimen creation objective which is defined as an objective to obtain and store a material entity for potential use as an input during an investigation.'], 'editor preferred term': ['specimen'], 'example of usage': ['A herbarium or museum specimen.', 'A jar of water, the microbes that were filtered from that water, the DNA extracted from those microbes, a subsample of that DNA.', 'Biobanking of blood taken and stored in a freezer for potential future investigations stores specimen.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000122'], 'term editor': ['PERSON: James Malone', 'PERSON: Philippe Rocca-Serra']}",specimen,True,False
164,http://purl.obolibrary.org/obo/OBI_0100060,"['A processed material comprised of a collection of cultured cells that has been continuously maintained together in culture and shares a common propagation history.', ""The extent of a 'cultured cell population' is restricted only in that all cell members must share a propagation history (ie be derived through a common lineage of passages from an initial culture). In being defined in this way, this class can be used to refer to the populations that researchers actually use in the practice of science - ie are the inputs to culturing, experimentation, and sharing. The cells in such populations will be a relatively uniform population as they have experienced similar selective pressures due to their continuous co-propagation. And this population will also have a single passage number, again owing to their common passaging history. Cultured cell populations represent only a collection of cells (ie do not include media, culture dishes, etc), and include populations of cultured unicellular organisms or cultured multicellular organism cells. They can exist under active culture, stored in a quiescent state for future use, or applied experimentally.""]",[],"{'alternative label': ['cell culture sample'], 'definition source': ['PERSON:Matthew Brush'], 'editor note': [""2013-6-5 MHB: This OBI class was formerly called 'cell culture', but label changed and definition updated following CLO alignment efforts in spring 2013, during which the intent of this class was clarified to refer to portions of a culture or line rather than a complete cell culture or line.""], 'editor preferred term': ['cultured cell population'], 'example of usage': ['A cultured cell population applied in an experiment: ""293 cells expressing TrkA were serum-starved for 18 hours and then neurotrophins were added for 10 min before cell harvest.""  (Lee, Ramee, et al. ""Regulation of cell survival by secreted proneurotrophins."" Science 294.5548 (2001): 1945-1948).\n\nA cultured cell population maintained in vitro: ""Rat cortical neurons from 15 day embryos are grown in dissociated cell culture and maintained in vitro for 8–12 weeks"" (Dichter, Marc A. ""Rat cortical neurons in cell culture: culture methods, cell morphology, electrophysiology, and synapse formation."" Brain Research 149.2 (1978): 279-293).'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000120'], 'term editor': ['PERSON:Matthew Brush']}",cultured cell population,False,False
165,http://purl.obolibrary.org/obo/OBI_0400103,['A DNA sequencer is an instrument that determines the order of deoxynucleotides in deoxyribonucleic acid sequences.'],[],"{'definition source': ['MO'], 'editor preferred term': ['DNA sequencer'], 'example of usage': ['ABI 377 DNA Sequencer, ABI 310 DNA Sequencer'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000122'], 'term editor': ['Trish Whetzel']}",DNA sequencer,False,False
166,http://purl.obolibrary.org/obo/OBI_0600005,['a process with the objective to obtain a material entity that was part of an organism for potential future use in an investigation'],[],"{'definition source': ['IEDB'], 'editor preferred term': ['collecting specimen from organism'], 'example of usage': ['taking a sputum sample from a cancer patient, taking the spleen from a killed mouse, collecting a urine sample from a patient'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000122'], 'term editor': ['PERSON:Bjoern Peters']}",collecting specimen from organism,False,False
167,http://purl.obolibrary.org/obo/OBI_0600024,['a protocol application in which cells are kept alive in a defined environment outside of an organism.  part of cell_culturing'],[],"{'definition source': ['OBI branch derived'], 'editor preferred term': ['maintaining cell culture'], 'example of usage': ['When harvesting blood from a human, isolating T cells, and then limited dilution cloning of the cells, the maintaining_cell_culture step comprises all steps after the initial dilution and plating of the cells into culture, e.g. placing the culture into an incubator, changing or adding media, and splitting a cell culture'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000125'], 'term editor': ['PlanAndPlannedProcess Branch']}",maintaining cell culture,False,False
168,http://purl.obolibrary.org/obo/OBI_0600036,"['a process through which a new type of cell culture or cell line is created, either through the isolation and culture of one or more cells from a fresh source, or the deliberate experimental modification of an existing cell culture (e.g passaging a primary culture to become a secondary culture or line, or the immortalization or stable genetic modification of an existing culture or line).', ""A 'cell culture' as used here referes to a new lineage of cells in culture deriving from a single biological source.. New cultures are established through the initial isolation and culturing of cells from an organismal source, or through changes in an existing cell culture or line that result in a new culture with unique characteristics.  This can occur through the passaging/selection of a primary culture into a secondary culture or line, or experimental modifications of an existing cell culture or line such as an immortalization process or other stable genetic modification. This class covers establishment of cultures of either multicellular organism cells or unicellular organisms.""]",[],"{'definition source': ['PERSON:Matthew Brush'], 'editor preferred term': [""'establishing cell culture'""], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000120'], 'term editor': ['PERSON:Matthew Brush']}",establishing cell culture,False,False
169,http://purl.obolibrary.org/obo/OBI_0600047,['An assay the uses chemical or biochemical means to infer the sequence of a biomaterial'],[],"{'definition source': ['OBI branch derived'], 'editor preferred term': ['sequencing assay'], 'example of usage': ['The use of the Sanger method of DNA sequencing to determine the order of the nucleotides in a DNA template'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000125'], 'term editor': ['PlanAndPlannedProcess Branch']}",sequencing assay,False,False
170,http://purl.obolibrary.org/obo/OBI_0666667,['a material separation to recover the nucleic acid fraction of an input material'],[],"{'curator note': ['requested by Helen Parkinson for MO. Could be defined class'], 'definition source': ['OBI branch derived'], 'editor preferred term': ['nucleic acid extraction'], 'example of usage': ['Phenol / chlorophorm extraction disolvation of protein content folllowed by ethanol precipitation of the nucleic acid fraction over night in the fridge followed by centrifugation to obtain a nucleic acid pellet.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000125'], 'term editor': ['PlanAndPlannedProcess Branch']}",nucleic acid extraction,False,False
171,http://purl.obolibrary.org/obo/PCO_0000000,"['A material entity that consists of two or more organisms, viruses, or viroids.']",[],"{'alternative label': ['group of organism', 'organism collection'], 'example of usage': ['Examples include: population, community, species (meaning the collection of organisms that makes up a species, not the taxonomic rank), and family.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000125']}",collection of organisms,True,False
172,http://purl.obolibrary.org/obo/PCO_0000024,"['An organismal entity that consists of one or more people who live in the same dwelling and also share at meals or living accommodation, and may consist of a single family or some other grouping of people.']",[],"{'definition source': ['WEB: http://en.wikipedia.org/wiki/Household'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000123'], 'term editor': ['https://orcid.org/0000-0002-2999-0103']}",household,True,False
173,http://purl.obolibrary.org/obo/PCO_0000030,['A household in which the majority of the income of its members is derived from agricultural activities.'],[],"{'editor note': ['This is a more narrow definition in which the majority of income of a house comes from agricultural activities, as opposed to the broad definition in which any income comes from agricultural activities. The narrow definition was chosen to be consistent with the SDGIO (UN Sustainable Development Goals) which requested this term.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000123']}",agricultural household,False,False
174,http://purl.obolibrary.org/obo/PCO_0000031,"['A material entity that is one or more organisms, viruses or viroids.']",[],{'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000120']},organismal entity,True,False
175,http://purl.obolibrary.org/obo/PCO_0001000,"['A collection of organisms that consists of exactly two organism, viruses, or viroids that are interacting with each other.']",[],{},pair of interacting organisms,False,False
176,http://purl.obolibrary.org/obo/PR_000000001,"['An amino acid chain that is produced de novo by ribosome-mediated translation of a genetically-encoded mRNA, and any derivatives thereof.']",[],"{'editor preferred term': ['protein'], 'example of usage': ['antithrombin III is a protein'], 'imported from': ['http://purl.obolibrary.org/obo/pr.owl']}",protein,False,False
177,http://purl.obolibrary.org/obo/SO_0000001,['A sequence_feature with an extent greater than zero. A nucleotide region is composed of bases and a polypeptide region is composed of amino acids.'],[],"{'alternative label': ['primary structure of sequence macromolecule', 'sequence'], 'editor preferred term': ['region'], 'imported from': ['http://purl.obolibrary.org/obo/so.owl']}",region,True,False
178,http://purl.obolibrary.org/obo/UBERON_0000465,['Anatomical entity that has mass.'],[],"{'editor preferred term': ['material anatomical entity'], 'imported from': ['http://purl.obolibrary.org/obo/uberon.owl']}",material anatomical entity,False,False
179,http://purl.obolibrary.org/obo/UBERON_0000477,['Anatomical group that has its parts adjacent to one another.'],[],"{'editor preferred term': ['anatomical cluster'], 'imported from': ['http://purl.obolibrary.org/obo/uberon.owl']}",anatomical cluster,False,False
180,http://purl.obolibrary.org/obo/bco.owl/BCO_0000080,"['A preserved specimen that is the output of an archaeological sampling process and is the remains of a part of some animal.', 'This class was deprecated because the ID format is wrong. It is replaced by http://purl.obolibrary.org/obo/BCO_0000080']",[],"{'definition source': ['Rob Guralnick'], 'example of usage': ['A set of gastropod and bivalve shells found in shell midden from an archaeological site in Alaska.'], 'has obsolescence reason': ['http://purl.obolibrary.org/obo/BCO_0000075']}",obsolete zooarcheological specimen,False,False
181,http://purl.obolibrary.org/obo/bco.owl/BCO_0000081,"['A preserved specimen that is the output of an archaeological sampling process and is the remains of a part of some plant.', 'This class was deprecated because the ID format is wrong. It is replaced by http://purl.obolibrary.org/obo/BCO_0000081.']",[],"{'definition source': ['Rob Guralnick'], 'example of usage': ['Preserved seeds found in a storage jar at an archeological site.'], 'has obsolescence reason': ['http://purl.obolibrary.org/obo/BCO_0000075']}",obsolete archeobotanical specimen,False,False
182,http://purl.obolibrary.org/obo/bco_0000000,"['A role that is borne by some entity as a result of the entity providing evidence to support an assertion.', 'Will be replaced by an external ontology class.']",[],"{'example of usage': ['A museum specimen that serves as evidence for a taxonomic identification process bears an evidence role.'], 'has obsolescence reason': ['http://purl.obolibrary.org/obo/IAO_0000423']}",obsolete evidence role,False,False
183,http://purl.obolibrary.org/obo/bco_0000001,['Could add relation that persistant evidence role is specifically dependent on a museum material samples.\n\nDeprecated because we do not need this term. Can use OBI:evidence role. Not clear what it means for an evidence role to persist through time.'],[],{},obsolete persistent evidence role,False,False
184,http://purl.obolibrary.org/obo/bco_0000002,['This term is now redundant and is merged with material sampling process  http://purl.obolibrary.org/obo/bco_0000022.'],[],{'has obsolescence reason': ['http://purl.obolibrary.org/obo/IAO_0000227']},obsolete collecting process,False,False
185,http://purl.obolibrary.org/obo/bco_0000003,"[""The information artifact may written or recorded or just be stored in someone's head (specifically depenedent upon that person). In the context of a taxonomic inventory, an observing process may be called a sighting, and is an ad hoc reporting of, typically, a single taxon occurrence, usually motivated by rarity, individual interest in the taxon, or atypicality of circumstances.""]",[],"{'Creator': ['Biocode Commons Ontology Hackathon'], 'editor note': ['This class was made obsolete because of the incorrect identifier format. It has been replaced by BCO_0000003.'], 'example of usage': ['A trip camera capture of an image of a jaguar is an observation, because it is ""selected"" by the camera as worthy of obsevation simply by virtue of moving in front of the camera.', 'Observing and recording the presence or absence of butterflies during a transect walk.', 'Seeing three pelicans flying overhead on Christmas day and report them as part of the Christmas Bird Count.'], 'has obsolescence reason': ['http://purl.obolibrary.org/obo/BCO_0000075'], 'taxonomic inventory metadata preferred name': ['sighting']}",obsolete observing process,False,False
186,http://purl.obolibrary.org/obo/bco_0000004,['A process of existing in a particular spatio-temporal region.'],[],{'has obsolescence reason': ['http://purl.obolibrary.org/obo/IAO_0000103']},obsolete being there process,False,False
187,http://purl.obolibrary.org/obo/bco_0000005,"['IAO has the term document, which is defined as ""A collection of information content entities intended to be understood together as a whole"" and has as examples journal article, patent application, laboratory notebook, and book.  IAO also has a term for report, but it is not defined. With this term, we want to describe the physical object that corresponds to some information content entity, together with the information content contained in the document or report. This class may be less important for modeling collection data, but could be important for efforts to get hand written (specifically dependent) reports into an electronic (generically dependent) report, and monitoring that process.']",[],"{'Creator': ['Biocode Commons Ontology Hackathon'], 'example of usage': ['a book', 'a field notebook'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000124'], 'has obsolescence reason': ['http://purl.obolibrary.org/obo/IAO_0000423']}",obsolete printed report,True,False
188,http://purl.obolibrary.org/obo/bco_0000006,['A printed report that records the outcome of some observing process.'],[],"{'Creator': ['Biocode Commons Ontology Hackathon'], 'example of usage': ['A field notebook.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000124'], 'has obsolescence reason': ['http://purl.obolibrary.org/obo/BCO_0000075']}",obolete printed observational report,False,False
189,http://purl.obolibrary.org/obo/bco_0000007,"['The criteria for selection may be specified in a protocol or may be ad hoc. Should be replaced by OBI:selection, but first OBI needs to fix the definition.']",[],"{'Creator': ['Biocode Commons Ontology Hackathon'], 'example of usage': ['Filtering sea water to extract only organisms smaller than a certain size.', 'deciding which branch to collect for a herbarium specimen'], 'has obsolescence reason': ['http://purl.obolibrary.org/obo/IAO_0000423']}",obsolete selecting process,False,False
190,http://purl.obolibrary.org/obo/bco_0000016,['A planned process whereby a person submits a material sample to an organization.'],[],"{'Creator': ['Biocode Commons Ontology Hackathon'], 'editor note': ['This term was made obsolete because it had the incorrect identifier format. It has been replaced by BCO_0000016.'], 'example of usage': ['a curator submitting a herbarium speciman to a museum', 'a researcher submitting a water sample to a laboratory storage collection'], 'has obsolescence reason': ['http://purl.obolibrary.org/obo/BCO_0000075']}",obsolete submitting process,False,False
191,http://purl.obolibrary.org/obo/bco_0000021,"['A process that involves removing a material entity from its original site to another site.', 'Considered acquisition in OBI, but that is about taking possession. Physical extraction may involve taking pocession, but it may also just involve extraction of something that is already posessed (e.g. of dna from cells). ']",[],"{'Creator': ['Biocode Commons Ontology Hackathon'], 'example of usage': ['picking leaves from a plant', 'removing a fish from the ocean with a net', 'removing dna from cells'], 'has obsolescence reason': ['http://purl.obolibrary.org/obo/IAO_0000423']}",obsolete physical extraction process,False,False
192,http://purl.obolibrary.org/obo/bco_0000022,"['A planned process that includes selecting a material entity for study, physically extracting the material entity, and submitting the material entity to some institution for preservation or study.']",[],"{'Creator': ['Biocode Commons Ontology Hackathon'], 'alternative label': ['collecting event'], 'example of usage': ['collecting plant parts for herbarium specimens', 'collecting sea water samples as part of Ocean Sampling Day'], 'has obsolescence reason': ['http://purl.obolibrary.org/obo/IAO_0000103']}",obsolete material sampling process,False,False
193,http://purl.obolibrary.org/obo/bco_0000023,['This term has been deprecated until it is determined whether or not it is needed in the BCO. Should probably be replaced by a term from OBI or IAO.'],[],{'has obsolescence reason': ['http://purl.obolibrary.org/obo/IAO_0000103']},obsolete data sampling process,False,False
194,http://purl.obolibrary.org/obo/bco_0000024,['This term has been deprecated until it is determined whether or not it is needed in the BCO. Should probably be replaced by a term from OBI or IAO.'],[],{'has obsolescence reason': ['http://purl.obolibrary.org/obo/IAO_0000103']},obsolete statistical sampling process,False,False
195,http://purl.obolibrary.org/obo/bco_0000025,"['An information artifact that is about a spatio-temporal region at which a process (such as collecting process, observing process, or material sampling process) occured.', 'Darwin Core needs to describe both the site and time where some activity occurred as an information content entity (e.g., in recording data from a lab notebook),therefore, we made locality description about a spatial temporal region, rather than a site.']",[],"{'Creator': ['Biocode Commons Ontology Hackathon'], 'editor note': ['This term was deprecated because it has the wrong ID format. It is replaced by BCO_0000025.'], 'has obsolescence reason': ['http://purl.obolibrary.org/obo/BCO_0000075']}",obsolete locality description,False,False
196,http://purl.obolibrary.org/obo/bco_0000026,['A role that is borne by some material entity and  is realized by the material entity being the output of a material sampling process.'],[],"{'Creator': ['Biocode Commons Ontology Hackathon'], 'example of usage': ['the role borne by a branch when it becomes a herbarium specimen'], 'has obsolescence reason': ['http://purl.obolibrary.org/obo/IAO_0000103']}",obsolete material sample role,False,False
197,http://purl.obolibrary.org/obo/bco_0000027,"['A sampling process that has as output some material sample.', 'Do not need this class. By virtue of the existance of the material sample, we know that the sampling process was successful.']",[],{'has obsolescence reason': ['http://purl.obolibrary.org/obo/IAO_0000103']},obsolete successful material sampling process,False,False
198,http://purl.obolibrary.org/obo/bco_0000028,['A material sampling process that has as output exactly zero material samples.'],[],{'has obsolescence reason': ['http://purl.obolibrary.org/obo/IAO_0000103']},obsolete unsuccessful material sampling process,False,False
199,http://purl.obolibrary.org/obo/bco_0000029,"['At the GSC14 hackathon in 09/2012, we decided to deprecate this term.']",[],{'has obsolescence reason': ['http://purl.obolibrary.org/obo/IAO_0000103']},obsolete museum collection entity,True,False
200,http://purl.obolibrary.org/obo/bco_0000030,"[""A museum collections entity that derives from an organismal entity,  has a persistent evidence role and 'depends on' a process of collecting."", ""The label for this on the original diagram was 'collection object'. However, not all entities in collections will fit the defition of 'object', so 'collection entity is probably a better name.\n\nThe relation 'depends on' cannot really be used here. Old BFO has 'inverse depends on', but this is not in the current BFO. See dwc_bfo2_new.owl for the original logical definition.\n\nAt the GSC14 hackathon in 09/2012, we decided to deprecate this term.""]",[],{'has obsolescence reason': ['http://purl.obolibrary.org/obo/IAO_0000103']},obsolete organismal museum collection entity,False,False
201,http://purl.obolibrary.org/obo/bco_0000031,"['An object aggregate that has as member part a material sample that is located in museum as a result of a process of curation.', 'Intent is to document biodiversity for research and education. The class museum collection has meaning that is much broader than biological collections. It would probably be better to import this term from another, more general ontology and create a specific subclass for natural history museum collection.']",[],"{'Creator': ['Biocode Commons Ontology Hackathon'], 'editor note': ['This term was made obsolete because of incorrect identifier format. It has been replaced by BCO_0000031.'], 'example of usage': ['the painting collection at the Louvre Museum'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000428'], 'has obsolescence reason': ['http://purl.obolibrary.org/obo/BCO_0000075']}",obsolete museum collection,False,False
202,http://purl.obolibrary.org/obo/bco_0000032,['A museum collection that has as member part a material sample that was derived from an organism.'],[],"{'Creator': ['Biocode Commons Ontology Hackathon'], 'editor note': ['This term was made obsolete because of incorrect identifier format. It is replaced by BCO_0000031.'], 'example of usage': ['the insect collection at the Smithsonian Institution'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000428'], 'has obsolescence reason': ['http://purl.obolibrary.org/obo/BCO_0000075']}",obsolete organismal museum collection,False,False
203,http://purl.obolibrary.org/obo/bco_0000033,['Replaced by OBI organization. Request institution as synonym in OBI.'],[],{'has obsolescence reason': ['http://purl.obolibrary.org/obo/IAO_0000423']},obsolete institution,False,False
204,http://purl.obolibrary.org/obo/bco_0000034,"['A material entity that derives from an organism or virus or viroid.', ""This class is understood to mean: A material entity that is either an organism, a part of an organism, a collection of organisms, or a fossil.\n\nThe relation 'organismal entity derives from organism' was in the original diagram. Subclasses of organismal entity include organism, and It is not clear if it is valid to that an organism derives from an organism (is the derives from relation reflexive?).\n\nAt the GSC14 hackathon in 09/2012, we decided to deprecate this term.""]",[],{},obsolete organismal entity,False,False
205,http://purl.obolibrary.org/obo/bco_0000035,"['This terms was replaced by a term imported from CARO.\n\nThe original diagram only had organsim, but DWC and GOs both need to include viruses and viroids.']",[],{'has obsolescence reason': ['http://purl.obolibrary.org/obo/IAO_0000423']},obsolete organism or virus or viroid,False,False
206,http://purl.obolibrary.org/obo/bco_0000036,"['A material entity that has a material sample role. A material entity takes on the material sample role by being the output of a material samping process. That is, is selected for study, collected, and submitted to an institution for preservation or study.']",[],"{'Creator': ['Biocode Commons Ontology Hackathon'], 'example of usage': ['A herbarium or museum specimen.', 'A jar of water, the microbes that were filtered from that water, the DNA extracted from those microbes, a subsample of that DNA.\n'], 'has obsolescence reason': ['http://purl.obolibrary.org/obo/IAO_0000103']}",obsolete material sample,False,False
207,http://purl.obolibrary.org/obo/bco_0000037,['An information content entity (?) that is the result of some data sampling process.'],[],{'has obsolescence reason': ['http://purl.obolibrary.org/obo/IAO_0000103']},obsolete data sample,False,False
208,http://purl.obolibrary.org/obo/bco_0000038,['This term has been deprecated until it is determined whether or not it is needed in the BCO. Should probably be replaced by a term from OBI or IAO.'],[],{'has obsolescence reason': ['http://purl.obolibrary.org/obo/IAO_0000103']},obsolete statistical sample,False,False
209,http://purl.obolibrary.org/obo/bco_0000039,"['If sampling is a OBI planned process, that captures that it is protocal governed.']",[],{'has obsolescence reason': ['http://purl.obolibrary.org/obo/IAO_0000103']},obsolete protocol governed sampling activity,False,False
210,http://purl.obolibrary.org/obo/bco_0000042,['A process by which a material sample is associated with a taxon or taxa.'],[],"{'Creator': ['Biocode Commons Ontology Hackathon'], 'editor note': ['This term was made obsolete because of incorrect identifier format. It is replaced by BCO_0000042.'], 'example of usage': ['Associating a museum specimen with a specific taxonomic concept based on its characters.', 'Using BLAST to identify the taxa present in an environmental (metagenomic) sample.', 'Using DNA barcoding to identify a plant species.', 'Using a key to identify a plant in the field.']}",obsolete taxonomic identification process,True,False
211,http://purl.obolibrary.org/obo/bco_0000043,"['Includes as output rubbings, casts, photographic prints, audio or video tapes.\n\nNeeds a better name. Current name is the definition.']",[],"{'Creator': ['Biocode Commons Ontology Hackathon'], 'curator note': ['Consider term from OBI or IAO.'], 'editor note': ['This term was made obsolete because of incorrect identifier format. It should be replaced by an external ontology term.'], 'has obsolescence reason': ['http://purl.obolibrary.org/obo/IAO_0000423']}",obsolete process that yields a material representation of a material entity,False,False
212,http://purl.obolibrary.org/obo/bco_0000044,"['A material entity that has a target of observation role, that is, a material entity that is the input of some observing process.']",[],"{'Creator': ['Biocode Commons Ontology Hackathon'], 'editor note': ['This term was made obsolete because of incorrected identifier format. It is replaced by BCO_0000044.'], 'example of usage': ['A bird observed during a Christmas Bird Count'], 'has obsolescence reason': ['http://purl.obolibrary.org/obo/BCO_0000075']}",obsolete material target of observation,False,False
213,http://purl.obolibrary.org/obo/bco_0000045,['Includes audio recordings and photographs (which are information artifacts).\n\nNeeds a better name. Current name is the definition.'],[],"{'Creator': ['Biocode Commons Ontology Hackathon'], 'curator note': ['Some instances of term could possibly be replaced by OBI:image acquisition. Maybe request another OBI term for audio recording acquisition.'], 'editor note': ['This term was made obsolete because of incorrect identifier format. It should be replaced by an external ontology term.'], 'has obsolescence reason': ['http://purl.obolibrary.org/obo/IAO_0000423']}",obsolete process that yields an information artifact that is a representation of a material entity,False,False
214,http://purl.obolibrary.org/obo/bco_0000046,['A role that is borne by some material entity and is realized by the material entity being the input of an observing process.'],[],"{'Creator': ['Biocode Commons Ontology Hackathon'], 'editor note': ['This term was made obsolete because of incorrect identifier format. It is replaced by BCO_0000046.'], 'example of usage': ['the role borne by a bird during a Christmas Bird Count'], 'has obsolescence reason': ['http://purl.obolibrary.org/obo/BCO_0000075']}",obsolete material target of observation role,False,False
215,http://purl.obolibrary.org/obo/bco_0000080,"['A preserved specimen that is the output of an archaeological sampling process and is the remains of a part of some animal.', 'Zooarchaeological specimens are typically collections of biological material generated as part of an archaeological collecting process that is separate from the type of processes that would yield other kinds of samples or collections of samples. This process almost always entails collecting in-situ from archaeological sites where there is evidence of past human material culture.']",[],"{'definition source': ['Rob Guralnick'], 'example of usage': ['A set of gastropod and bivalve shells found in shell midden from an archaeological site in Alaska.']}",zooarcheological specimen,False,False
216,http://purl.obolibrary.org/obo/bco_0000081,"['A preserved specimen that is the output of an archaeological sampling process and is the remains of a part of some plant.', 'Archaeologicalbotanical specimens are typically collections of biological material generated as part of an archaeological collecting process that is separate from the type of processes that would yield other kinds of samples or collections of samples. This process almost always entails collecting in-situ from archaeological sites where there is evidence of past human material culture.']",[],"{'definition source': ['Rob Guralnick'], 'example of usage': ['Preserved seeds found in a storage jar at an archeological site.']}",archeobotanical specimen,False,False
217,http://purl.org/dc/dcam/VocabularyEncodingScheme,[],[],{'has obsolescence reason': ['http://purl.obolibrary.org/obo/IAO_0000103']},VocabularyEncodingScheme,True,False
218,http://purl.org/dc/terms/Location,[],[],{},Location,False,True
219,http://rs.tdwg.org/dwc/dwctype/Location,[],[],"{'BCO preferred label': ['location of an event'], 'expand expression to': ['The site  where a process occurs. In the context of Dawrin Core, this is generally where a specimen is collected, an organism is observed or a measurement is taken.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000123']}",Location,True,False
220,http://rs.tdwg.org/dwc/terms/,[],[],{},,False,True
221,http://rs.tdwg.org/dwc/terms/Dataset,['The category of information pertaining to a logical set of records.'],[],{},Dataset,False,True
222,http://rs.tdwg.org/dwc/terms/Event,['An action that occurs at some location during some time.'],[],"{'BCO preferred label': ['event'], 'example of usage': ['A specimen collection process. A camera trap image capture.  A marine trawl.']}",Event,True,False
223,http://rs.tdwg.org/dwc/terms/EventAttribute,['Container class for information about attributes related to a given sampling event.'],[],{},Event Attribute,False,True
224,http://rs.tdwg.org/dwc/terms/EventMeasurement,['The category of information pertaining to measurements associated with an event.'],[],{},Event Measurement,False,True
225,http://rs.tdwg.org/dwc/terms/FossilSpecimen,['A preserved specimen that is a fossil.'],[],"{'BCO preferred label': ['fossil specimen'], 'example of usage': ['A body fossil. A coprolite. A gastrolith. An ichnofossil. A piece of a petrified tree.']}",Fossil Specimen,False,False
226,http://rs.tdwg.org/dwc/terms/GeologicalContext,"['Geological information, such as stratigraphy, that qualifies a region or place.']",[],"{'BCO preferred label': ['geological context'], 'example of usage': ['A lithostratigraphic layer.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000124']}",Geological Context,False,True
227,http://rs.tdwg.org/dwc/terms/HumanObservation,['An output of a human observation process.'],[],"{'BCO preferred label': ['human observation'], 'example of usage': ['Evidence of an Occurrence taken from field notes or literature. A record of an Occurrence without physical evidence nor evidence captured with a machine. ']}",Human Observation,False,False
228,http://rs.tdwg.org/dwc/terms/Identification,"['A taxonomic determination (e.g., the assignment to a taxon).']",[],"{'BCO preferred label': ['identification'], 'example of usage': ['A subspecies determination of an organism.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000125']}",Identification,True,False
229,http://rs.tdwg.org/dwc/terms/LivingSpecimen,['A specimen that is alive.'],[],"{'BCO preferred label': ['living specimen'], 'example of usage': ['A living plant in a botanical garden. A living animal in a zoo.']}",Living Specimen,False,False
230,http://rs.tdwg.org/dwc/terms/MachineObservation,['An output of a machine observation process.'],[],"{'BCO preferred label': ['machine observation'], 'example of usage': ['A photograph. A video. An audio recording. A remote sensing image. A Occurrence record based on telemetry.']}",Machine Observation,False,False
231,http://rs.tdwg.org/dwc/terms/MaterialCitation,"['A reference to or citation of one, a part of, or multiple specimens in scholarly publications.']",[],"{'example of usage': ['A citation of a physical specimen from a scientific collection in a taxonomic treatment in a scientific publication. A citation of a group of physical specimens, such as paratypes in a taxonomic treatment in a scientific publication. An occurrence mentioned in a field note book.']}",Material Citation,False,True
232,http://rs.tdwg.org/dwc/terms/MaterialSample,"['A physical result of a sampling (or subsampling) event. In biological collections, the material sample is typically collected, and either preserved or destructively processed.']",[],"{'BCO preferred label': ['specimen'], 'example of usage': ['A whole organism preserved in a collection. A part of an organism isolated for some purpose. A soil sample. A marine microbial sample.']}",Material Sample,True,False
233,http://rs.tdwg.org/dwc/terms/MeasurementOrFact,['A measurement of or fact about an rdfs:Resource (http://www.w3.org/2000/01/rdf-schema#Resource).'],[],"{'example of usage': ['The weight of an organism in grams. The number of placental scars. Surface water temperature in Celsius.'], 'has obsolescence reason': ['This term was not deprecated from the dwc terms vocabulary, merely from the dwcterms ontology, because it is not needed here.']}",Measurement or Fact,False,False
